appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
450700,The Spatials: Galactology,Weird and Wry,Weird and Wry,,178,77,0,"0 .. 20,000",0,0,0,0,1299.0,1299.0,0.0,0
450760,GraveRun,W@ Games,,,24,1,0,"0 .. 20,000",241,0,261,0,799.0,799.0,0.0,0
450860,Andarilho,SC Jogos,SC Jogos,,826,421,0,"100,000 .. 200,000",415,0,372,0,499.0,499.0,0.0,2
451000,Ember Kaboom,Josh Koenig (Slashandz),Josh Koenig (Slashandz),,98,21,0,"20,000 .. 50,000",443,0,450,0,299.0,299.0,0.0,0
451020,Battle Chasers: Nightwar,Airship Syndicate,THQ Nordic,,6252,903,0,"200,000 .. 500,000",772,0,399,0,749.0,2999.0,75.0,12
451130,Khan: Absolute Power,Mirinae,Khanatic Network Gaming,,119,98,0,"50,000 .. 100,000",664,0,664,0,0.0,0.0,0.0,7
451340,Gold Mining Simulator,Code Horizon,"Code Horizon, PlayWay S.A.",,10873,4198,0,"500,000 .. 1,000,000",2099,0,848,0,1999.0,1999.0,0.0,166
451350,Tropical Fish Shop 2,Rainbow Games,Rainbow Games,,18,7,0,"20,000 .. 50,000",352,0,271,0,399.0,399.0,0.0,0
451520,theBlu,"Wevr, Inc.","Wevr, Inc.",,1084,193,0,"200,000 .. 500,000",155,0,73,0,0.0,0.0,0.0,0
451650,Whirligig Media Player,phileday,Whirligig,,403,101,0,"100,000 .. 200,000",12,0,15,0,399.0,399.0,0.0,11
451760,Highway Blossoms,Studio Élan,"Studio Élan, Studio Elan",,2462,151,0,"100,000 .. 200,000",443,0,330,0,324.0,1299.0,75.0,2
451800,End Of The Mine,Skirmish Entertainment,Skirmish Entertainment,,7,6,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
451980,The Body VR: Journey Inside a Cell,The Body VR LLC,The Body VR LLC,,247,22,0,"50,000 .. 100,000",240,0,451,0,0.0,0.0,0.0,0
452060,Caveblazers,Deadpan Games,Yogscast Games,,3762,632,0,"200,000 .. 500,000",888,1,311,1,79.0,999.0,92.0,32
452120,Midvinter,Talecore Studios,"Talecore Studios, Valiant Game Studio",,77,12,0,"50,000 .. 100,000",311,0,367,0,299.0,299.0,0.0,0
452230,Spellstone,Synapse Games,Kongregate,,289,167,0,"200,000 .. 500,000",3259,0,1215,0,0.0,0.0,0.0,6
452440,Flowers -Le volume sur printemps-,Innocent Grey,JAST,,1641,108,0,"100,000 .. 200,000",960,0,562,0,1999.0,1999.0,0.0,1
452570,Battle Chef Brigade Deluxe,Trinket Studios,Trinket Studios,,2506,119,0,"100,000 .. 200,000",394,0,336,0,1999.0,1999.0,0.0,11
452940,Theory Test UK 2016/17 - Driving Test Success,Imagitech,Focus Multimedia,,33,0,0,"0 .. 20,000",43,0,43,0,0.0,0.0,0.0,0
453090,Parkitect,Texel Raptor,Texel Raptor,,7142,418,0,"500,000 .. 1,000,000",1085,58,551,58,1199.0,2999.0,60.0,74
453130,Powargrid,Wee Free Studio,Wee Free Studio,,27,5,0,"0 .. 20,000",208,0,257,0,999.0,999.0,0.0,0
453270,Madness Cubed,"epic dreams, diman production, nobodyshot",diman production,,875,255,0,"100,000 .. 200,000",198,0,235,0,199.0,199.0,0.0,3
453320,Vairon's Wrath,Myoubouh Corp,Myoubouh Corp,,20,1,0,"0 .. 20,000",11,0,11,0,1299.0,1299.0,0.0,0
453320,Vairon's Wrath,Myoubouh Corp,Myoubouh Corp,,20,1,0,"0 .. 20,000",11,0,11,0,1299.0,1299.0,0.0,0
453340,Hustle Cat,Date Nighto,Date Nighto,,1198,91,0,"100,000 .. 200,000",666,0,1032,0,1999.0,1999.0,0.0,0
453480,Shadowverse CCG,"Cygames, Inc.","Cygames, Inc., Cygames Korea Inc.",,10839,3875,0,"2,000,000 .. 5,000,000",10812,599,508,805,0.0,0.0,0.0,1122
453510,One Man Is Not No Man,TEN TIULENYA team,TEN TIULENYA team,,63,7,0,"0 .. 20,000",2068,0,2068,0,0.0,0.0,0.0,1
453510,One Man Is Not No Man,TEN TIULENYA team,TEN TIULENYA team,,63,7,0,"0 .. 20,000",2068,0,2068,0,0.0,0.0,0.0,1
453750,Tyto Ecology,Immersed Games,Immersed Games,,323,106,0,"50,000 .. 100,000",75,0,108,0,399.0,399.0,0.0,0
453810,Blasting Agent: Ultimate Edition,"Axol Studio, LLC","Axol Studio, LLC",,17,22,0,"0 .. 20,000",237,0,271,0,299.0,299.0,0.0,0
454070,Boundel: The Second Era,Eren Aydin,Eren Aydin,,166,140,0,"0 .. 20,000",307,0,312,0,0.0,0.0,0.0,4
454070,Boundel: The Second Era,Eren Aydin,Eren Aydin,,166,140,0,"0 .. 20,000",307,0,312,0,0.0,0.0,0.0,4
454120,Starbase,Frozenbyte,Frozenbyte,,3824,2782,0,"200,000 .. 500,000",2680,0,612,0,3499.0,3499.0,0.0,6
454160,Dark Fear,Arif Games,Arif Games,,211,13,0,"0 .. 20,000",506,0,832,0,239.0,399.0,40.0,0
454220,The Temporal Invasion,Hybriona Technologies LLP, Hybriona Technologies LLP,,77,31,0,"20,000 .. 50,000",360,0,386,0,699.0,699.0,0.0,0
454250,The Eyes of Ara,100 Stones Interactive,100 Stones Interactive,,660,135,0,"50,000 .. 100,000",288,0,332,0,1499.0,1499.0,0.0,3
454320,[the Sequence],[OneManBand],[OneManBand],,157,17,0,"0 .. 20,000",323,0,496,0,499.0,499.0,0.0,2
454320,[the Sequence],[OneManBand],[OneManBand],,157,17,0,"0 .. 20,000",323,0,496,0,499.0,499.0,0.0,2
454420,Mini Metal,Luandun Games Pte. Ltd.,Luandun Games Pte. Ltd.,,19,7,0,"0 .. 20,000",215,0,270,0,999.0,999.0,0.0,0
454530,Decisive Campaigns: Barbarossa,VR Designs,Matrix Games,,195,28,0,"20,000 .. 50,000",2487,0,2487,0,1649.0,4999.0,67.0,10
454530,Decisive Campaigns: Barbarossa,VR Designs,Matrix Games,,195,28,0,"20,000 .. 50,000",2487,0,2487,0,1649.0,4999.0,67.0,10
454550,Qubicle Voxel Editor,Minddesk Software GmbH,Minddesk Software GmbH,,86,48,0,"0 .. 20,000",657,0,657,0,1499.0,1499.0,0.0,0
454610,Demon's Crystals,Byte4Games,BadLand Publishing,,51,18,0,"0 .. 20,000",424,0,491,0,299.0,299.0,0.0,0
454630,Button Frenzy,zerofiftyone,zerofiftyone,,14,2,0,"0 .. 20,000",5,0,5,0,99.0,99.0,0.0,0
454630,Button Frenzy,zerofiftyone,zerofiftyone,,14,2,0,"0 .. 20,000",5,0,5,0,99.0,99.0,0.0,0
454650,DRAGON BALL XENOVERSE 2,"QLOC, DIMPS",Bandai Namco Entertainment,,47781,5102,0,"1,000,000 .. 2,000,000",3694,142,1439,163,1999.0,1999.0,0.0,652
454890,Project Starship,Panda Indie Studio,Panda Indie Studio,,376,82,0,"50,000 .. 100,000",248,0,240,0,299.0,299.0,0.0,3
454900,Amaranthine,Roman Kozhukhov,Roman Kozhukhov,,99,9,0,"20,000 .. 50,000",231,0,261,0,299.0,299.0,0.0,0
454910,Twin Saga,X-Legend,Aeria Games,,584,244,0,"200,000 .. 500,000",137,0,42,0,0.0,0.0,0.0,0
454970,Gravity Den,DiPi,Volens Nolens Games,,95,24,0,"20,000 .. 50,000",324,0,334,0,499.0,499.0,0.0,0
455100,Gerty,Spawn Point OSK,Resistance Games,,38,7,0,"0 .. 20,000",151,0,151,0,1499.0,1499.0,0.0,0
455400,PAC-MAN 256,"BANDAI NAMCO Studios Vancouver, Hipster Whale, 3 Sprockets",BANDAI NAMCO Entertainment,,1927,158,0,"100,000 .. 200,000",142,0,91,0,499.0,499.0,0.0,8
455640,Edgar,"Lucas Parise, Mind Flayer Studios","Lucas Parise, Mind Flayer Studios",,21,12,0,"0 .. 20,000",9,0,9,0,499.0,499.0,0.0,0
455910,STAR WARS: Rogue Squadron 3D,"Factor 5, LucasArts","LucasArts, Lucasfilm, Disney",,939,351,0,"200,000 .. 500,000",116,0,44,0,999.0,999.0,0.0,3
455980,Judgment: Apocalypse Survival Simulation,Suncrash,Suncrash,,1792,423,0,"200,000 .. 500,000",1636,0,301,0,1999.0,1999.0,0.0,11
456150,SpaceSys,"3DEA, SpaceSys Inc.",SpaceSys Inc.,,0,2,0,"0 .. 20,000",0,0,0,0,1099.0,1099.0,0.0,0
456540,STAR WARS: Rebel Assault I + II,LucasArts,"LucasArts, Lucasfilm, Disney",,166,88,0,"0 .. 20,000",15,0,15,0,999.0,999.0,0.0,0
456540,STAR WARS: Rebel Assault I + II,LucasArts,"LucasArts, Lucasfilm, Disney",,166,88,0,"0 .. 20,000",15,0,15,0,999.0,999.0,0.0,0
456670,Hand of Fate 2,Defiant Development,Defiant Development,,4795,885,0,"200,000 .. 500,000",1148,46,286,46,2999.0,2999.0,0.0,15
456690,Weather Lord: Following the Princess Collector's Edition,Alawar Casual,Alawar Casual,,40,7,0,"0 .. 20,000",184,0,215,0,999.0,999.0,0.0,1
456750,The Room Three,Fireproof Games,Fireproof Games,,11581,501,0,"200,000 .. 500,000",456,157,334,157,599.0,599.0,0.0,46
457140,Oxygen Not Included,Klei Entertainment,Klei Entertainment,,124220,4170,0,"2,000,000 .. 5,000,000",5802,954,858,177,2499.0,2499.0,0.0,7545
457210,SEUM: Speedrunners from Hell,Pine Studio,Pine Studio,,2808,153,0,"200,000 .. 500,000",329,0,156,0,1499.0,1499.0,0.0,3
457550,Bigscreen Beta,"Bigscreen, Inc.","Bigscreen, Inc.",,2669,466,0,"500,000 .. 1,000,000",412,0,77,0,0.0,0.0,0.0,50
457570,Camp Sunshine,Fossil Games,Hound Picked Games,,262,24,0,"20,000 .. 50,000",223,0,260,0,699.0,699.0,0.0,0
458030,StarFringe: Adversus,"Casualogic, Droid Riot",Conglomerate 5,,138,70,0,"100,000 .. 200,000",0,0,0,0,49.0,99.0,51.0,1
458060,Drusilla Dreams,Seraphim Creations,Seraphim Creations,,26,24,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
458060,Drusilla Dreams,Seraphim Creations,Seraphim Creations,,26,24,0,"0 .. 20,000",0,0,0,0,99.0,99.0,0.0,0
458330,Vilmonic,Bludgeonsoft,Bludgeonsoft,,60,22,0,"50,000 .. 100,000",0,0,0,0,1499.0,1499.0,0.0,0
458380,Gahkthun of the Golden Lightning Steam Edition,Liar-soft,MangaGamer,,84,9,0,"0 .. 20,000",0,0,0,0,3999.0,3999.0,0.0,0
458510,Zombie Pinball,Shine Research,Plug In Digital,,31,36,0,"20,000 .. 50,000",202,0,252,0,499.0,499.0,0.0,1
458560,Plastic Playground,Tomorrow Arts,GP Games,,49,99,0,"100,000 .. 200,000",398,0,771,0,0.0,0.0,0.0,3
458580,Windlands 2,Psytec Games Ltd,Psytec Games Ltd,,333,81,0,"20,000 .. 50,000",169,0,212,0,2999.0,2999.0,0.0,0
458630,Political Animals,Squeaky Wheel,Positech Games,,130,53,0,"20,000 .. 50,000",123,0,215,0,1499.0,1499.0,0.0,0
458660,The Slimeking's Tower,RevampedPRO,RevampedPRO,,203,73,0,"50,000 .. 100,000",315,0,409,0,0.0,0.0,0.0,0
458710,Kingdom Rush Frontiers - Tower Defense,Ironhide Game Studio,Ironhide Game Studio,,9103,305,0,"500,000 .. 1,000,000",1005,936,794,936,999.0,999.0,0.0,185
458730,Conception II: Children of the Seven Stars,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",,533,133,0,"100,000 .. 200,000",499,0,698,0,1999.0,1999.0,0.0,2
458750,FireAlpaca SE,PGN Inc,PGN Inc,,621,54,0,"100,000 .. 200,000",109053,0,109053,0,3999.0,3999.0,0.0,433
458760,Palinurus,Watercress,Watercress,,249,12,0,"20,000 .. 50,000",6022,0,10516,0,0.0,0.0,0.0,0
458770,WRC 6 FIA World Rally Championship,KT Racing,Nacon,,1029,416,0,"50,000 .. 100,000",209,18,63,18,1499.0,1499.0,0.0,10
458830,Snooker Nation Championship,Cherry Pop Games,Cherry Pop Games,,197,117,0,"20,000 .. 50,000",197,0,197,0,399.0,399.0,0.0,7
458920,Carnival Games VR,Cat Daddy Games,2K,,148,212,0,"20,000 .. 50,000",3,0,3,0,499.0,1999.0,75.0,0
458920,Carnival Games VR,Cat Daddy Games,2K,,148,212,0,"20,000 .. 50,000",3,0,3,0,499.0,1999.0,75.0,0
459080,YIIK: A Postmodern RPG,Ackk Studios,Ysbryd Games,,904,251,0,"100,000 .. 200,000",475,0,824,0,999.0,1999.0,50.0,0
459160,Allods Online,IT Territory,MY.GAMES ,,568,231,0,"100,000 .. 200,000",276,0,189,0,0.0,0.0,0.0,10
459220,Halo Wars: Definitive Edition,"Ensemble Studios, Behaviour Interactive, 343 Industries",Xbox Game Studios,,7788,761,0,"500,000 .. 1,000,000",601,83,288,83,1999.0,1999.0,0.0,187
459630,R.C. Bot Inc.,Blue Budgie Studios,Blue Budgie Studios,,3,6,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
459760,Exotic Matter,MobiusCode,MobiusCode,,16,12,0,"0 .. 20,000",0,0,0,0,1999.0,1999.0,0.0,0
459820,Crush Crush,Sad Panda Studios,Sad Panda Studios,,24246,2949,0,"1,000,000 .. 2,000,000",2245,114,470,140,0.0,0.0,0.0,892
459830,Final Days,+7 Software,+7 Software,,90,12,0,"20,000 .. 50,000",1,0,1,0,499.0,499.0,0.0,0
459840,Monster Bash HD,Emberheart Games,Apogee Entertainment,,71,2,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,1
460120,Megadimension Neptunia VII,"Idea Factory, Compile Heart",Idea Factory International,,3018,186,0,"200,000 .. 500,000",2337,0,1785,0,1999.0,1999.0,0.0,10
460230,Starters Orders 6 Horse Racing,Strategic Designs Ltd.,Strategic Designs Ltd.,,83,22,0,"0 .. 20,000",0,0,0,0,3499.0,3499.0,0.0,6
460430,The Letter - Horror Visual Novel,Yangyang Mobile,"Neon Doctrine , Yangyang Mobile",,1249,199,0,"100,000 .. 200,000",246,0,309,0,1999.0,1999.0,0.0,4
460780,Avadon 3: The Warborn,Spiderweb Software,Spiderweb Software,,112,12,0,"0 .. 20,000",0,0,0,0,1999.0,1999.0,0.0,1
460790,Bayonetta,PlatinumGames,SEGA,,26797,2156,0,"1,000,000 .. 2,000,000",431,141,201,141,1999.0,1999.0,0.0,109
460810,Vanquish,"PlatinumGames, Little Stone Software",SEGA,,6426,765,0,"500,000 .. 1,000,000",244,0,185,0,1999.0,1999.0,0.0,12
460920,Steep,"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",Ubisoft,,25437,5447,0,"1,000,000 .. 2,000,000",592,25,240,26,2999.0,2999.0,0.0,128
460930,Tom Clancy's Ghost Recon Wildlands,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections, Ubisoft Belgrade",Ubisoft,,77138,19439,0,"2,000,000 .. 5,000,000",2752,419,1294,177,749.0,4999.0,85.0,1441
460950,Katana ZERO,Askiisoft,Devolver Digital,,69672,1397,0,"2,000,000 .. 5,000,000",553,355,309,355,899.0,1499.0,40.0,82
461040,PICO PARK,TECOPARK,TECOPARK,,1095,418,0,"200,000 .. 500,000",66,71,40,100,0.0,0.0,0.0,14
461220,Beglitched,Hexecutable,Hexecutable,,110,9,0,"0 .. 20,000",28,0,28,0,999.0,999.0,0.0,0
461220,Beglitched,Hexecutable,Hexecutable,,110,9,0,"0 .. 20,000",28,0,28,0,999.0,999.0,0.0,0
461230,Dashy Square,"Kastriot Sulejmani, Logan Gerrol",KasSanity,,134,24,0,"0 .. 20,000",241,0,289,0,299.0,299.0,0.0,0
461400,Massive,Rootify,Rootify,,71,33,0,"0 .. 20,000",6,0,6,0,1999.0,1999.0,0.0,0
461430,EmergeNYC,FlipSwitch Games,FlipSwitch Games,,2615,1463,0,"100,000 .. 200,000",1435,0,1444,0,2499.0,2499.0,0.0,14
461510,Tears of Avia,CooCooSqueaky Games,PQube,,45,46,0,"100,000 .. 200,000",214,0,214,0,1499.0,1499.0,0.0,0
461540,Typing Instructor for Kids Platinum 5 - Mac,Individual Software,Individual Software,,0,1,0,"0 .. 20,000",0,0,0,0,1999.0,1999.0,0.0,0
461620,Predynastic Egypt,Clarus Victoria,Clarus Victoria,,1713,155,0,"100,000 .. 200,000",407,0,353,0,999.0,999.0,0.0,5
461640,Sins Of The Demon RPG,Chandler Rounsley,Senpai Industrial Studios,,824,165,0,"200,000 .. 500,000",297,0,220,0,199.0,199.0,0.0,0
461840,Zenge,Hamster On Coke Games,Hamster On Coke Games,,2902,148,0,"100,000 .. 200,000",151,0,167,0,199.0,199.0,0.0,0
461910,Forge of Gods (RPG),Panoramik Inc,Panoramik Inc,,1991,663,0,"200,000 .. 500,000",1014,0,177,0,0.0,0.0,0.0,0
461950,Beat Cop,Pixel Crow,11 bit studios,,4621,971,0,"200,000 .. 500,000",225,1120,143,1120,149.0,1499.0,90.0,10
462220,Mahjong Deluxe 3,EnsenaSoft,EnsenaSoft,,86,40,0,"50,000 .. 100,000",198,0,208,0,119.0,399.0,70.0,6
462640,Surf World Series,Climax Studios,Vision Games Publishing LTD,,40,16,0,"0 .. 20,000",0,0,0,0,449.0,1499.0,70.0,0
462680,BalanCity,MeNic Games,MeNic Games,,707,167,0,"200,000 .. 500,000",174,0,206,0,799.0,799.0,0.0,0
462770,Pyre,Supergiant Games,Supergiant Games,,8178,860,0,"500,000 .. 1,000,000",388,0,143,0,1999.0,1999.0,0.0,10
462780,Darksiders Warmastered Edition,"KAIKO, Vigil Games",THQ Nordic,,13991,1943,0,"1,000,000 .. 2,000,000",573,0,278,0,399.0,1999.0,80.0,87
462830,Airline Director 2 - Tycoon Game,Joona Vartiainen,Joona Vartiainen,,22,39,0,"0 .. 20,000",0,0,0,0,499.0,499.0,0.0,0
462930,AdVenture Communist,Hyper Hippo Games,Hyper Hippo Games,,3017,1620,0,"500,000 .. 1,000,000",1919,0,71,0,0.0,0.0,0.0,36
462940,Making History: The Second World War,Factus Games,Factus Games,,215,61,0,"0 .. 20,000",0,0,0,0,1499.0,2999.0,50.0,7
462950,The East New World,TEN10 Games,TEN10 Games,,25,24,0,"0 .. 20,000",434,0,434,0,0.0,0.0,0.0,0
463020,Wander No More,Zetsubou,"Unwonted Studios, Zetsubou",,171,33,0,"0 .. 20,000",497,0,877,0,0.0,0.0,0.0,1
463060,Clover Tale,FIVE-BN GAMES,FIVE-BN GAMES,,624,211,0,"100,000 .. 200,000",631,0,631,0,0.0,0.0,0.0,7
463170,Jagged Alliance: Rage!,Cliffhanger Productions,HandyGames,,247,238,0,"100,000 .. 200,000",23,0,23,0,1999.0,1999.0,0.0,3
463210,State of Anarchy,Lapovich,New Reality Games,,915,162,0,"200,000 .. 500,000",244,0,234,0,199.0,199.0,0.0,1
463440,Retool,Hut 90,Hut 90,,4,5,0,"0 .. 20,000",211,0,211,0,119.0,799.0,85.0,0
463530,Empires of the Undergrowth,Slug Disco,"Hooded Horse, Slug Disco",,14446,838,0,"500,000 .. 1,000,000",1529,0,594,0,2999.0,2999.0,0.0,399
463760,The Beggar's Ride,Bad Seed,Bad Seed,,154,38,0,"0 .. 20,000",135,0,162,0,599.0,599.0,0.0,0
463800,FreeHolder,RogueWare,RogueWare,,73,21,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
463980,Solitairica,Righteous Hammer Games,Righteous Hammer Games,,414,125,0,"100,000 .. 200,000",872,0,984,0,999.0,999.0,0.0,5
464000,Arcade Saga,2 Bears Studio,Vive Studios,,33,10,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0
464050,Heroes Must Die,Heroic Games,Heroic Games,,44,13,0,"0 .. 20,000",581,0,581,0,0.0,0.0,0.0,0
464060,RUINER,Reikon Games,Devolver Digital,,10381,1211,0,"500,000 .. 1,000,000",262,55,173,65,399.0,1999.0,80.0,5
464120,Xcinerator,iolo,"iolo, Encore Software",,20,3,0,"0 .. 20,000",0,0,0,0,199.0,199.0,0.0,0
464150,Regalia: Of Men and Monarchs,Pixelated Milk,Pixelated Milk,,449,115,0,"50,000 .. 100,000",736,0,976,0,1999.0,1999.0,0.0,5
464170,VRMark,UL,UL,,97,49,0,"0 .. 20,000",2532,0,32,0,1999.0,1999.0,0.0,1
464170,VRMark,UL,UL,,97,49,0,"0 .. 20,000",2532,0,32,0,1999.0,1999.0,0.0,1
464340,Syberia 3,Microids,Microids,,2294,2150,0,"200,000 .. 500,000",537,0,525,0,299.0,1499.0,80.0,19
464350,Screeps: World,"Screeps, LLC","Screeps, LLC",,1729,253,0,"200,000 .. 500,000",721,0,169,0,1499.0,1499.0,0.0,43
464360,3030 Deathwar Redux - A Space Odyssey,Bird in Sky,Crunchy Leaf Games,,1061,69,0,"100,000 .. 200,000",328,0,314,0,1499.0,1499.0,0.0,1
464450,DoDonPachi Resurrection,"CAVE Interactive CO.,LTD.",KOMODO,,927,41,0,"20,000 .. 50,000",147,16,163,16,2999.0,2999.0,0.0,5
464800,Twisted Worlds,Absolutist Ltd.,Absolutist Ltd.,,83,66,0,"100,000 .. 200,000",909,0,926,0,0.0,0.0,0.0,3
464880,Stars in Shadow,Ashdar Games,Iceberg Interactive,,621,166,0,"20,000 .. 50,000",1118,0,1118,0,374.0,2499.0,85.0,21
464920,Surviving Mars,"Haemimont Games, Abstraction",Paradox Interactive,,22472,4098,0,"2,000,000 .. 5,000,000",1140,1037,155,1863,2999.0,2999.0,0.0,507
465000,Event Horizon,Pavel Zinchenko,Pavel Zinchenko,,148,34,0,"20,000 .. 50,000",1819,0,1819,0,599.0,599.0,0.0,2
465170,Crime Secrets: Crimson Lily,One More Level,Artifex Mundi,,359,128,0,"50,000 .. 100,000",207,0,223,0,1499.0,1499.0,0.0,0
465200,Fury Unleashed,Awesome Games Studio,Awesome Games Studio,,2327,324,0,"20,000 .. 50,000",263,0,115,0,1999.0,1999.0,0.0,24
465240,Serious Sam VR: The Last Hope,Croteam VR,"Devolver Digital, Croteam",,1180,215,0,"200,000 .. 500,000",169,0,107,0,2999.0,2999.0,0.0,28
465360,Uprising: Join or Die,Cyclone Studios,Ziggurat,,82,16,0,"0 .. 20,000",257,0,257,0,699.0,699.0,0.0,1
465490,Stellar Tactics,Maverick Games,Maverick Games,,1157,273,0,"100,000 .. 200,000",347,0,535,0,1999.0,1999.0,0.0,11
465650,Out of the Park Baseball 18,Out of the Park Developments,Out of the Park Developments,,619,55,0,"20,000 .. 50,000",4712,0,325,0,0.0,0.0,0.0,3
465920,Echoes of the Past: The Revenge of the Witch Collector's Edition,Orneon,Big Fish Games,,5,1,0,"0 .. 20,000",0,0,0,0,699.0,699.0,0.0,1
466020,Off the Record: The Linden Shades Collector's Edition,Eipix Entertainment,Big Fish Games,,12,0,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
466030,Otherworld: Spring of Shadows Collector's Edition,Boomzap Entertainment,Big Fish Games,,20,0,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0
466130,White Day: A Labyrinth Named School,SONNORI Corp,"PQube, SONNORI Corp",,3238,765,0,"200,000 .. 500,000",314,0,164,0,2999.0,2999.0,0.0,48
466170,Idling to Rule the Gods,Shugasu GmbH,Shugasu GmbH,,1638,278,0,"200,000 .. 500,000",10122,4918,1343,4918,0.0,0.0,0.0,1157
466210,Race & Destroy,AngryAngelGames,IceTorch Interactive,,6,13,0,"0 .. 20,000",119,0,119,0,999.0,999.0,0.0,0
466240,Deceit,World Makers,World Makers,,73606,19421,0,"5,000,000 .. 10,000,000",724,53,117,53,0.0,0.0,0.0,155
466300,Planescape: Torment: Enhanced Edition,Beamdog,Beamdog,,4697,261,0,"200,000 .. 500,000",497,0,135,0,1999.0,1999.0,0.0,32
466560,Northgard,Shiro Games,Shiro Games,,55844,8851,0,"2,000,000 .. 5,000,000",2155,264,528,198,479.0,2999.0,84.0,1164
466630,The Pedestrian,Skookum Arts,Skookum Arts,,5116,171,0,"200,000 .. 500,000",142,0,118,0,1999.0,1999.0,0.0,36
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,"Pixel Gangsta Studio, Flying Interactive",,1331,572,0,"100,000 .. 200,000",2501,0,1905,0,1899.0,1899.0,0.0,3
466910,Worm.is: The Game,Freakinware Studios,Freakinware Studios,,3734,890,0,"500,000 .. 1,000,000",1024,110,85,110,0.0,0.0,0.0,8
467090,A Game of Changes,Nuno Donato,Conglomerate 5,,135,62,0,"20,000 .. 50,000",249,0,245,0,49.0,99.0,51.0,7
467270,Weaves of Fate,Tom Kingston,Tom Kingston,,55,23,0,"20,000 .. 50,000",17,0,17,0,699.0,699.0,0.0,0
467270,Weaves of Fate,Tom Kingston,Tom Kingston,,55,23,0,"20,000 .. 50,000",17,0,17,0,699.0,699.0,0.0,0
467290,Starship Titanic,The Digital Village,"Nightdive Studios, Completely Unexpected Productions",,91,20,0,"0 .. 20,000",391,68,541,68,89.0,599.0,85.0,0
467370,Escape This,Four Winged Studio,Conglomerate 5,,338,353,0,"100,000 .. 200,000",406,0,219,0,49.0,99.0,51.0,2
467390,Approaching Blocks,Dymchick1,Dymchick1,,204,118,0,"200,000 .. 500,000",253,0,218,0,199.0,199.0,0.0,0
467490,GRAVEN The Purple Moon Prophecy,Orchid Games,Orchid Games,,49,4,0,"0 .. 20,000",0,0,0,0,799.0,799.0,0.0,0
467520,Power & Revolution,Eversim,Eversim,,723,551,0,"50,000 .. 100,000",8372,0,9024,0,4999.0,4999.0,0.0,10
467820,Zero G Arena,Jonathan Wood,Jonathan Wood,,637,75,0,"20,000 .. 50,000",138,0,37,0,999.0,999.0,0.0,0
467850,METAGAL,RetroRevolution,RetroRevolution,,101,45,0,"20,000 .. 50,000",176,0,344,0,399.0,399.0,0.0,0
467930,SMASHING THE BATTLE,Action Square(Studio HG),ACTION SQUARE,,426,148,0,"20,000 .. 50,000",106,0,123,0,1199.0,1199.0,0.0,0
467960,Home Behind,TPP Studio,TPP Studio,,5049,917,0,"200,000 .. 500,000",1163,0,592,0,599.0,599.0,0.0,12
468070,90 Minute Fever - Football (Soccer) Manager MMO,Isokron,Isokron,,189,114,0,"0 .. 20,000",1457,0,1457,0,0.0,0.0,0.0,11
468250,Warfare Online,Con Artist Games,Con Artist Games,,682,333,0,"200,000 .. 500,000",141,0,42,0,0.0,0.0,0.0,0
468560,Blind Trust,"Viswanath Atlu, Laurie Banks, Rohan Bhukan, Nick Burnham, Avinash Kalapala, Yash Kapani, Katharine Marsh, Ankur Rathore, Hardit Singh, Anoop Nihar Srinivas, Ryan Guanyuhao Jiang, Robert Zhu",Good Vibration Games,,764,698,0,"200,000 .. 500,000",148,0,32,0,0.0,0.0,0.0,3
468700,NVIDIA VR Funhouse,Lightspeed Studios™,Lightspeed Studios™,,677,178,0,"200,000 .. 500,000",95,0,22,0,0.0,0.0,0.0,3
468920,Ultimate Fishing Simulator,"Pancake Games, Bit Golem",Ultimate Games S.A.,,7014,803,0,"500,000 .. 1,000,000",496,0,95,0,99.0,1999.0,95.0,37
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,AutoAttack Games,,11713,1837,0,"1,000,000 .. 2,000,000",3924,510,908,908,874.0,2499.0,65.0,687
469610,Rick and Morty: Virtual Rick-ality,Owlchemy Labs,Adult Swim Games,,1727,594,0,"200,000 .. 500,000",277,1,103,1,2999.0,2999.0,0.0,4
469720,Monsters' Den: Godfall,Monstrum,Monstrum,,446,85,0,"50,000 .. 100,000",594,0,256,0,1499.0,1499.0,0.0,7
